지역명,가게이름,별점,리뷰갯수,사장리뷰,얼마이상,소요시간
궁정동,더삼겹185-서촌점,★ 4.6,56,사장님 리뷰가 없어요,"13,000원 이상 배달",25분
궁정동,서촌진심,★ 4.0,927,사장님 리뷰가 없어요,"13,000원 이상 배달",24분
궁정동,준수방키친,★ 5.0,8,사장님 리뷰가 없어요,"13,000원 이상 배달",24분
궁정동,오박사네왕돈까스-본점,★ 4.5,39,사장님 리뷰가 없어요,"10,000원 이상 배달",23분
궁정동,서촌호프광장,★ 4.7,15,사장님 리뷰가 없어요,"13,000원 이상 배달",24분
궁정동,마라탕전문점소림마라-서대문점,★ 4.8,20,사장님 리뷰가 없어요,"15,000원 이상 배달",55~65분
궁정동,오니로,★ 4.6,470,사장님 리뷰가 없어요,"10,000원 이상 배달",25분
궁정동,청호엄마맛도시락,★ 5.0,15,사장님 리뷰가 없어요,"14,000원 이상 배달",45~55분
궁정동,비건식단샐러드,★ 4.7,137,사장님 리뷰가 없어요,"7,500원 이상 배달",42~52분
궁정동,교촌치킨-독립문점,★ 4.9,49,사장님 리뷰가 없어요,"15,000원 이상 배달",45~55분
궁정동,남경-중구점,0,0,사장님 리뷰가 없어요,"13,000원 이상 배달",24분
궁정동,육쌈냉면 낙원점,0,0,사장님 리뷰가 없어요,"12,000원 이상 배달",21분
궁정동,반포식스-대학로점,0,0,사장님 리뷰가 없어요,"12,000원 이상 배달",55~65분
궁정동,BHC-서대문점,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",56~66분
궁정동,봉평옹심이막국수,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",25분
궁정동,가장맛잇는족발-경복궁역점,0,0,사장님 리뷰가 없어요,"30,000원 이상 배달",38~48분
궁정동,썬더치킨-독립문점,0,0,사장님 리뷰가 없어요,"13,900원 이상 배달",24분
궁정동,대학로조선식당,0,0,사장님 리뷰가 없어요,"12,000원 이상 배달",24분
궁정동,오복미역-경복궁역점,0,0,사장님 리뷰가 없어요,"20,000원 이상 배달",22분
궁정동,착한코다리-전문점,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",24분
궁정동,크리스탈제이드-광화문점,0,0,사장님 리뷰가 없어요,"16,000원 이상 배달",25분
궁정동,순대실록-대학로본점,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",31분
궁정동,샐러드박스-혜화점,0,0,사장님 리뷰가 없어요,"12,000원 이상 배달",25분
궁정동,배스킨라빈스-경복궁역점,0,0,사장님 리뷰가 없어요,"13,500원 이상 배달",45~55분
궁정동,규리네과일가게-종로점,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",25분
궁정동,백암박가네순대국,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",19분
궁정동,신기소-정동점,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",23분
궁정동,공평동꼼장어-본점,0,0,사장님 리뷰가 없어요,"22,000원 이상 배달",25분
궁정동,BHC-독립문역점,0,0,사장님 리뷰가 없어요,"15,000원 이상 배달",54~64분
궁정동,던인밀크디어바,0,0,사장님 리뷰가 없어요,"12,000원 이상 배달",45~55분
궁정동,멜팅샵X치즈룸,0,0,사장님 리뷰가 없어요,"18,000원 이상 배달",25분
궁정동,순남시래기-충무로점,0,0,사장님 리뷰가 없어요,"11,000원 이상 배달",25분
소공동,남경-중구점,★ 4.3,563,117,"13,000원 이상 배달",17분
소공동,피자알볼로-서대문점,★ 4.7,843,41,"15,000원 이상 배달",34~44분
소공동,뚜레쥬르-서울역센트럴자이점,★ 4.6,85,233,"12,000원 이상 배달",23분
소공동,파리바게뜨-서소문점,★ 4.7,137,735,"12,000원 이상 배달",55~65분
소공동,청년피자-종로점,★ 4.9,233,302,"14,900원 이상 배달",38~48분
소공동,PB델리-서소문점,★ 4.8,838,99,"11,000원 이상 배달",45~55분
소공동,3가지맛디디치킨-아현점,★ 4.7,445,247,"14,000원 이상 배달",41~51분
소공동,스탠딩스테이크-공덕점,★ 4.7,332,104,"14,000원 이상 배달",51~61분
소공동,피자에땅-서대문점,★ 4.7,242,60,"15,900원 이상 배달",55~65분
소공동,도미노피자-명동점,★ 4.8,37,2,"21,900원 이상 배달",35~45분
소공동,파파존스피자-을지로점,★ 4.6,250,259,"15,000원 이상 배달",32~42분
소공동,원할머니보쌈-명동점,★ 4.7,116,36,"27,000원 이상 배달",35~45분
소공동,파리크라상-광화문점,★ 4.6,300,48,"15,000원 이상 배달",65~75분
소공동,유가네닭갈비-명동3호점,★ 4.8,260,34,"15,000원 이상 배달",55~65분
소공동,미스터피자-이대점,★ 4.6,48,57,"19,900원 이상 배달",61~71분
소공동,제일제면소-충정로점,★ 4.5,67,20,"12,000원 이상 배달",45~55분
소공동,계절밥상-충정로점,★ 4.7,28,29,"12,000원 이상 배달",55~65분
소공동,빕스얌딜리버리-충정로점,★ 5.0,2,50,"12,000원 이상 배달",42~52분
소공동,CU-중구해성점,★ 4.4,37,11,"10,000원 이상 배달",45~55분
소공동,쫄면주는삼겹본능by놀부-충정로역점,★ 4.6,252,1,"15,000원 이상 배달",35~45분
소공동,돈치킨-종로5가점,★ 4.8,134,9430,"16,000원 이상 배달",33분
소공동,자담치킨-종로점,★ 4.7,103,621,"17,000원 이상 배달",58~68분
소공동,놀부부대찌개-충정로역점,★ 4.5,50,199,"15,000원 이상 배달",35~45분
소공동,박가부대-명동점,★ 4.9,28,310,"15,000원 이상 배달",40~50분
소공동,디디찜엔닭-아현점,★ 4.7,237,2992,"14,000원 이상 배달",45~55분
소공동,힐사이드테이블,★ 4.8,1146,67,"12,000원 이상 배달",20분
소공동,미미파스타,★ 4.9,197,2,"10,000원 이상 배달",55~65분
소공동,반포식스-광화문점,★ 4.8,9962,389,"10,000원 이상 배달",23분
소공동,리더스커피앤와인,★ 4.6,2134,667,"12,000원 이상 배달",24분
소공동,대족장,★ 4.9,247,202,"29,000원 이상 배달",50~60분
소공동,중앙아구찜&탕,★ 4.8,375,902,"30,000원 이상 배달",58~68분
소공동,비스포킷-광화문점,★ 4.7,991,67,"12,000원 이상 배달",20분
소공동,마포마라탕,★ 4.9,3122,71,"12,000원 이상 배달",25분
소공동,미스터피자&떡볶이-이대점,★ 4.9,190,60,"12,500원 이상 배달",55~65분
소공동,피자와치킨의러브레터-서대문점,★ 4.9,1133,157,"13,900원 이상 배달",51~61분
소공동,네네치킨-종로점,★ 4.4,390,25,"16,000원 이상 배달",55~65분
소공동,가평닭곰탕,★ 4.6,1582,737,"6,000원 이상 배달",22분
소공동,미친피자-본점,★ 5.0,204,5,"15,000원 이상 배달",55~65분
소공동,바르다김선생-광화문점,★ 4.8,916,15,"15,000원 이상 배달",48~58분
소공동,벌떡떡볶이-동대문점,★ 5.0,1,482,"12,000원 이상 배달",44~54분
소공동,밀크홀1937-종로점,★ 4.7,145,25,"10,000원 이상 배달",21분
소공동,전곱-종로직영점,★ 4.6,300,1318,"20,000원 이상 배달",59~69분
소공동,에그마카슈 남대문점,★ 4.2,98,22,"13,000원 이상 배달",22분
소공동,화수분,★ 4.7,1647,624,"19,000원 이상 배달",24분
소공동,코코이찌방야-종로점,★ 5.0,27,1520,"10,000원 이상 배달",24분
소공동,후암찬,★ 4.9,14,1109,"10,000원 이상 배달",25분
소공동,굽네치킨&피자-경복궁점,★ 4.7,763,5,"15,000원 이상 배달",45~55분
소공동,무교동유정낙지-본점,★ 4.4,20,101,"9,000원 이상 배달",20분
소공동,처갓집양념치킨-충무로점,★ 4.8,1407,1290,"14,000원 이상 배달",53~63분
소공동,춘리마라탕-명동본점,★ 5.0,15,320,"12,900원 이상 배달",19분
소공동,카페자스-광화문점,★ 4.7,2534,174,"11,000원 이상 배달",20분
소공동,노량진수산시장벌교아줌마,★ 4.7,1879,28,"13,000원 이상 배달",85~95분
소공동,카렝-카레전문점,★ 4.3,1168,199,"11,000원 이상 배달",23분
소공동,써브웨이-안국점,★ 4.9,7,135,"5,000원 이상 배달",23분
소공동,산촌신쭈꾸미-숙명여대점,★ 4.8,1407,81,"12,000원 이상 배달",27분
소공동,홍콩다방-서울스퀘어점,★ 4.7,3120,1298,"12,000원 이상 배달",23분
소공동,원할머니보쌈-종로5가점,★ 4.8,138,104,"25,000원 이상 배달",43~53분
소공동,스쿨푸드-종로점,★ 4.3,1540,687,"9,000원 이상 배달",39~49분
소공동,북경반점-남대문점,★ 4.9,1520,2,"10,000원 이상 배달",45~55분
소공동,하이드앤시크-본점,★ 5.0,15,467,"13,000원 이상 배달",19분
소공동,쌀통닭-북창동점,★ 4.8,1854,8,"15,900원 이상 배달",46~56분
소공동,롯데리아-서대문역점,★ 4.7,1689,13,"9,000원 이상 배달",30~40분
소공동,숙대맛집미호식당,★ 4.9,153,79,"10,000원 이상 배달",25분
소공동,남경중화요리-남대문시장점,★ 4.8,1290,76,"12,000원 이상 배달",35~45분
소공동,파스타마켓-대학로점,★ 4.8,811,192,"12,000원 이상 배달",28분
소공동,김준현의피자헤븐-종로성대점,★ 4.7,489,79,"14,000원 이상 배달",36~46분
소공동,후라이드참잘하는집-서대문점,★ 4.9,57,205,"14,000원 이상 배달",42~52분
소공동,해랑스시,★ 4.6,1252,3,"18,000원 이상 배달",17분
소공동,피자나라치킨공주-서울남학점,★ 5.0,45,27,"16,900원 이상 배달",57~67분
소공동,파리바게뜨-충정디오빌점,★ 4.8,165,11,"12,000원 이상 배달",59~69분
소공동,롤인익선,★ 4.8,81,201,"10,000원 이상 배달",28분
소공동,알부자찜전문점,★ 4.8,1303,477,"30,000원 이상 배달",60~70분
소공동,오로지백반,★ 4.7,1740,186,"15,000원 이상 배달",48~58분
소공동,샐러디-경복궁역점,★ 4.9,301,17,"15,000원 이상 배달",23분
소공동,순희네빈대떡,★ 4.8,13,18,"20,000원 이상 배달",21분
소공동,장안삼계탕,★ 4.7,43,3,"15,000원 이상 배달",17분
소공동,족의한수-종로점,★ 4.3,67,15,"18,900원 이상 배달",57~67분
소공동,광화문도시락,★ 4.0,12,37,"15,000원 이상 배달",21분
소공동,BBQ-남대문점,★ 4.7,17,8,"15,000원 이상 배달",43~53분
소공동,용산삽교곱창,★ 4.8,664,117,"16,000원 이상 배달",21분
소공동,가배도-삼청점,★ 4.8,164,50,"15,000원 이상 배달",22분
소공동,마포만두-시청점,★ 4.9,296,172,"9,000원 이상 배달",16분
소공동,꿀밥상,★ 4.9,388,10,"12,000원 이상 배달",24분
소공동,봉추찜닭 서울스퀘어점,★ 4.6,80,2,"21,000원 이상 배달",22분
소공동,들,★ 4.9,263,21,"12,000원 이상 배달",25분
소공동,마산해물아구찜,★ 4.6,510,103,"19,000원 이상 배달",25분
소공동,마산해물아구찜-낙원동본점,★ 4.7,166,1,"19,000원 이상 배달",23분
소공동,파리바게뜨-종로세무서점,★ 4.4,52,117,"12,000원 이상 배달",55~65분
소공동,종로족빨,★ 4.9,285,80,"25,000원 이상 배달",21분
소공동,더블식스버거,★ 4.6,27,683,"12,000원 이상 배달",26분
소공동,찜이로닭-찜닭본점,★ 4.6,487,3,"9,000원 이상 배달",25분
소공동,김밥천국-명동본점,★ 4.9,186,180,"12,000원 이상 배달",54~64분
소공동,주시브로스-그랑서울점,★ 4.6,603,129,"10,000원 이상 배달",19분
소공동,KGML,★ 4.8,18,94,"16,000원 이상 배달",28분
소공동,송죽,★ 4.7,388,38,"20,000원 이상 배달",19분
소공동,무한삼겹-서울역점,★ 3.8,4,222,"13,000원 이상 배달",22분
소공동,죽이야기-서대문역점,★ 4.6,443,82,"16,000원 이상 배달",21분
소공동,오부장보쌈족발-종로점,★ 4.8,408,146,"13,000원 이상 배달",56~66분
소공동,피자알볼로-서대문점,★ 4.8,171,297,"15,000원 이상 배달",34~44분
소공동,닥터로빈-광화문점,★ 5.0,8,211,"15,000원 이상 배달",22분
소공동,카페종로시장,★ 4.8,178,177,"11,000원 이상 배달",25분
소공동,신전떡볶이-퇴계로점,★ 5.0,4,76,"9,000원 이상 배달",27분
소공동,백미원-시청점,★ 4.7,270,20,"15,000원 이상 배달",23분
소공동,쏘핫마라탕&마라샹궈-1호점,★ 4.5,1117,66,"12,000원 이상 배달",22분
소공동,더피자필,★ 4.8,569,15,"20,000원 이상 배달",22분
소공동,버거킹-시청역점,★ 4.6,276,52,"12,000원 이상 배달",46~56분
소공동,굽네치킨&피자-독립문점,★ 4.7,145,78,"10,000원 이상 배달",36~46분
소공동,파파밸리-후암점,★ 4.6,290,3,"14,000원 이상 배달",25분
소공동,백종원의새마을식당-종각본점,★ 4.9,264,23,"12,000원 이상 배달",20분
소공동,국수찾아닭만리-본점,★ 4.8,160,68,"20,000원 이상 배달",24분
소공동,던킨-시청역점,★ 4.9,197,67,"12,000원 이상 배달",56~66분
소공동,킹케밥,★ 4.3,563,11,"13,900원 이상 배달",52~62분
소공동,1인용이태원부대찌개-신촌점,★ 4.7,191,73,"3,000원 이상 배달",50~60분
소공동,육전면사무소 숙대점,★ 4.8,685,12,"10,000원 이상 배달",31분
소공동,무바떡볶이,★ 4.7,234,1729,"15,000원 이상 배달",29분
소공동,조아루,★ 5.0,1,6,"12,000원 이상 배달",29~39분
소공동,덮다-서울역점,★ 4.6,345,47,"8,900원 이상 배달",28분
소공동,101번지남산돈까스 센터원점,★ 4.7,243,20,"8,000원 이상 배달",20분
소공동,파리바게뜨-광화문점,★ 4.5,186,29,"12,000원 이상 배달",65~75분
소공동,요거트맨 종로서적점,★ 4.5,150,24,"10,900원 이상 배달",19분
소공동,마라식객,★ 4.8,199,65,"12,000원 이상 배달",29분
소공동,남경-중구점,★ 4.9,129,84,"13,000원 이상 배달",17분
소공동,자연담은도시락 광화문점,★ 4.7,174,10,"10,000원 이상 배달",19분
소공동,회바다요,★ 4.7,224,75,"24,000원 이상 배달",45~55분
소공동,중국관-남대문로점,★ 4.6,173,8,"13,000원 이상 배달",45~55분
소공동,샐러드샵-광화문점,★ 4.5,178,29,"14,000원 이상 배달",22분
소공동,파리바게뜨-용산후암점,★ 4.9,224,12,"12,000원 이상 배달",73~83분
소공동,바스버거-광화문점,★ 4.9,83,32,"11,500원 이상 배달",52~62분
소공동,로라방앗간-디타워점,★ 4.7,286,10,"10,000원 이상 배달",19분
소공동,야레향,★ 4.4,203,1,"13,000원 이상 배달",18분
소공동,고레카레-을지로점(을지로4가역),★ 4.8,640,10,"10,000원 이상 배달",24분
소공동,곱창전문백곱식당-충정로역점,★ 4.9,211,19,"12,000원 이상 배달",48~58분
소공동,질할브로스-광화문점,★ 4.9,189,2,"10,000원 이상 배달",20분
소공동,던킨-종로구청점,★ 4.5,472,8,"12,000원 이상 배달",55~65분
소공동,차돌박힌쭈꾸미-종로점,★ 4.9,77,41,"11,000원 이상 배달",18분
소공동,육쌈냉면 낙원점,★ 4.8,55,10,"12,000원 이상 배달",19분
소공동,대한칡냉면&돈까스,★ 4.8,93,3,"14,000원 이상 배달",29분
소공동,건강한식당,★ 4.7,297,2,"8,500원 이상 배달",22분
소공동,지코바치킨-독립문점,★ 4.8,132,64,"17,000원 이상 배달",49~59분
소공동,수제전통육개장&동치미냉면전문점,★ 4.8,282,21,"10,000원 이상 배달",45~55분
소공동,와우신내떡-숙대점,★ 4.3,4,213,"9,400원 이상 배달",24분
소공동,청담동마녀김밥-시청직영점,★ 4.7,79,3,"10,000원 이상 배달",38~48분
소공동,처갓집양념치킨-독립문점,★ 4.9,59,8,"15,000원 이상 배달",68~78분
소공동,KFC-청계천점,★ 4.5,60,17,"8,000원 이상 배달",40~50분
소공동,평창우선생,★ 4.9,100,1,"10,000원 이상 배달",19분
소공동,경양카츠-종각점,★ 4.8,77,19,"13,000원 이상 배달",20분
소공동,케이스타,★ 4.9,65,사장님 리뷰가 없어요,"5,000원 이상 배달",44~54분
소공동,문화수제비-광화문점,★ 4.9,75,사장님 리뷰가 없어요,"10,000원 이상 배달",24분
소공동,이심점심,★ 4.7,21,사장님 리뷰가 없어요,"13,000원 이상 배달",23분
소공동,동대문엽기떡볶이-숙대점,★ 4.6,85,사장님 리뷰가 없어요,"14,000원 이상 배달",45~55분
소공동,대박물갈비,★ 4.9,56,사장님 리뷰가 없어요,"10,000원 이상 배달",21분
소공동,더로열푸드앤드링크,★ 4.5,35,사장님 리뷰가 없어요,"13,000원 이상 배달",24분
소공동,육회왕자연어공주-충무로점,★ 4.6,14,사장님 리뷰가 없어요,"9,900원 이상 배달",22분
소공동,카페구할구,★ 4.2,23,사장님 리뷰가 없어요,"10,000원 이상 배달",24분
소공동,에그타르테,★ 4.4,14,사장님 리뷰가 없어요,"10,000원 이상 배달",29분
소공동,홍콩반점0410-종로관수점,★ 4.7,24,사장님 리뷰가 없어요,"13,000원 이상 배달",20분
소공동,버거운녀석들-후암점,★ 4.6,5,사장님 리뷰가 없어요,"12,000원 이상 배달",24분
소공동,서울카츠,★ 4.5,67,사장님 리뷰가 없어요,"12,000원 이상 배달",24분
소공동,강남면옥-정동점,★ 4.4,73,사장님 리뷰가 없어요,"20,000원 이상 배달",22분
소공동,명동칼국수-중림동점,★ 4.6,252,사장님 리뷰가 없어요,"13,000원 이상 배달",20분
소공동,파리바게뜨-서소문점,★ 3.6,24,사장님 리뷰가 없어요,"12,000원 이상 배달",55~65분
소공동,마라공방-종각2호점,★ 5.0,28,사장님 리뷰가 없어요,"13,000원 이상 배달",25분
소공동,핀벨,★ 4.7,40,사장님 리뷰가 없어요,"15,000원 이상 배달",21분
소공동,육대장-서울역점,★ 5.0,2,사장님 리뷰가 없어요,"12,000원 이상 배달",22분
소공동,죽향,★ 4.7,32,사장님 리뷰가 없어요,"13,000원 이상 배달",23분
소공동,블랙앤쿡,★ 4.7,3,사장님 리뷰가 없어요,"8,000원 이상 배달",45~55분
소공동,불닭발동대문엽기떡볶이-종각점,★ 5.0,4,사장님 리뷰가 없어요,"14,000원 이상 배달",55~65분
소공동,먹쉬돈나-종각점,0,0,사장님 리뷰가 없어요,"10,000원 이상 배달",25분
소공동,떡볶이연구소,0,0,사장님 리뷰가 없어요,"10,000원 이상 배달",26분
소공동,합정식-서울로테라스점,0,0,사장님 리뷰가 없어요,"11,000원 이상 배달",22분
소공동,향미-명동점,0,0,사장님 리뷰가 없어요,"10,000원 이상 배달",21분
소공동,소월길밀영,0,0,사장님 리뷰가 없어요,"12,000원 이상 배달",23분
혜화동,어사출또-대학로점,★ 4.5,51,1761,"28,000원 이상 배달",45~55분
혜화동,호우양꼬치-성신여대점,★ 5.0,2,1109,"15,000원 이상 배달",27분
혜화동,청년피자-성북구점,★ 4.9,2368,482,"15,900원 이상 배달",55~65분
혜화동,원할머니보쌈-종로5가점,★ 4.7,2534,952,"25,000원 이상 배달",43~53분
혜화동,후라이드참잘하는집-한성대점,★ 4.7,1530,3,"14,000원 이상 배달",45~55분
혜화동,뚜레쥬르-카페대학로점,★ 4.9,1252,177,"12,000원 이상 배달",24분
혜화동,반올림피자샵-정릉돈암점,★ 4.8,1218,265,"14,900원 이상 배달",45~55분
혜화동,도미노피자-대학로점,★ 4.8,759,335,"21,900원 이상 배달",35~45분
혜화동,쫄면주는삼겹본능by놀부-정릉점,★ 4.9,1147,58,"19,000원 이상 배달",52~62분
혜화동,파리바게뜨-혜화로타리점,★ 4.8,575,109,"12,000원 이상 배달",55~65분
혜화동,두마리찜닭두찜-종로혜화점,★ 4.9,557,1,"16,800원 이상 배달",57~67분
혜화동,피자헛-혜화점,★ 4.6,720,120,"19,900원 이상 배달",25~35분
혜화동,코리엔탈깻잎두마리치킨-고대점,★ 4.8,937,20,"12,000원 이상 배달",52~62분
혜화동,PB델리-성대명륜점,★ 4.4,619,338,"11,000원 이상 배달",85~95분
혜화동,굽네치킨&피자-한성대점,★ 4.7,147,38,"15,000원 이상 배달",51~61분
혜화동,파파존스피자-대학로점,★ 4.6,252,324,"15,000원 이상 배달",25~35분
혜화동,돈치킨-종로5가점,★ 4.9,338,43,"16,000원 이상 배달",34분
혜화동,호식이두마리치킨-돈암점,★ 4.8,38,259,"14,000원 이상 배달",46~56분
혜화동,멕시카나-종로점,★ 4.7,383,2,"16,000원 이상 배달",45~55분
혜화동,박가부대-종로2가점,★ 4.7,137,60,"15,000원 이상 배달",55~65분
혜화동,에그드랍-성신여대점,★ 4.4,16,49,"8,000원 이상 배달",30~40분
혜화동,미스터피자-정릉점,★ 4.9,129,59,"19,900원 이상 배달",40~50분
혜화동,CU-성대원룸촌점,★ 4.8,260,26,"10,000원 이상 배달",45~55분
혜화동,아웃백-명동점,★ 4.6,101,81,"20,000원 이상 배달",67~77분
혜화동,맘스터치-종로대학로점,★ 4.7,152,32,"12,000원 이상 배달",45~55분
혜화동,놀부부대찌개-을지로6가2호점,★ 5.0,80,179,"20,000원 이상 배달",50~60분
혜화동,떡참떡볶이참잘하는집-성북안암점,★ 4.7,106,82,"12,000원 이상 배달",35~45분
혜화동,놀부보쌈족발-을지로6가2호점,★ 4.8,27,43,"20,000원 이상 배달",45~55분
혜화동,또봉이통닭-서울대학로점,★ 4.8,82,44,"9,900원 이상 배달",45~55분
혜화동,GSTHEFRESH-동소문점,★ 4.9,38,100,"20,000원 이상 배달",45~55분
혜화동,네네치킨-창신점,★ 4.7,120,1384,"17,000원 이상 배달",46~56분
혜화동,직화삼겹직구삼-돈암점,★ 4.7,123,1170,"9,000원 이상 배달",39~49분
혜화동,돈까스퐁당떡볶이공수간-정릉점,★ 4.6,191,523,"19,000원 이상 배달",50~60분
혜화동,흥부찜닭by놀부-정릉점,★ 4.8,103,1761,"19,000원 이상 배달",55~65분
혜화동,빕스-제일제당센터점,★ 3.7,12,284,"15,000원 이상 배달",29분
혜화동,최고남제육명가-돈암점,★ 4.3,3,892,"9,000원 이상 배달",39~49분
혜화동,돈피자-숭인점,★ 4.6,2547,50,"16,000원 이상 배달",35분
혜화동,찜꽁찜닭-신설동점,★ 4.9,1327,1831,"10,500원 이상 배달",44~54분
혜화동,곱떡치떡-신설동점,★ 4.7,3158,3538,"10,500원 이상 배달",44~54분
혜화동,후룩뽕,★ 4.9,2368,1180,"10,000원 이상 배달",48~58분
혜화동,버거킹-혜화역점,★ 4.9,2105,1392,"12,000원 이상 배달",25~35분
혜화동,아미소,★ 4.7,1879,585,"20,000원 이상 배달",31분
혜화동,청년피자-성북구점,★ 4.9,899,16,"15,900원 이상 배달",55~65분
혜화동,더블식스버거,★ 4.9,2399,1531,"12,000원 이상 배달",25분
혜화동,구구족-성신여대역점,★ 4.9,1833,1,"19,000원 이상 배달",27분
혜화동,스쿨푸드-종로점,★ 4.8,3846,1853,"9,000원 이상 배달",39~49분
혜화동,산하삼계탕&전골,★ 4.8,1923,1386,"15,000원 이상 배달",26분
혜화동,피자보이시나-대학로점,★ 4.6,2134,2992,"14,900원 이상 배달",43~53분
혜화동,지코바치킨-안암점,★ 4.9,1395,1100,"17,000원 이상 배달",65~75분
혜화동,폭풍토핑피자스톰-안암점,★ 4.9,1804,1109,"15,900원 이상 배달",61~71분
혜화동,잭아저씨족발보쌈-본점,★ 4.9,679,7,"30,000원 이상 배달",38~48분
혜화동,닥터찬의찌개백반-성신여대점,★ 4.8,1668,166,"10,000원 이상 배달",51~61분
혜화동,중앙아구찜&탕,★ 3.8,4,593,"30,000원 이상 배달",58~68분
혜화동,인정국물떡볶이&눈꽃빙수,★ 4.4,89,306,"12,000원 이상 배달",46~56분
혜화동,푸라닭-성신여대점,★ 4.9,1858,1,"15,900원 이상 배달",55~65분
혜화동,왕손피자-성북점,★ 4.8,1386,900,"14,900원 이상 배달",43~53분
혜화동,뉴욕피자-성북구,★ 4.9,3122,3529,"13,000원 이상 배달",42~52분
혜화동,더피자필,★ 4.8,1139,667,"20,000원 이상 배달",29분
혜화동,Jazz&라멘,★ 4.8,1854,2271,"12,000원 이상 배달",23분
혜화동,구구족-신당점,★ 4.1,8,1,"19,000원 이상 배달",30분
혜화동,갈비민족-본점,★ 4.7,1085,322,"7,000원 이상 배달",30~40분
혜화동,네네치킨-종로점,★ 4.9,1785,482,"16,000원 이상 배달",55~65분
혜화동,초능력훠궈퓨전중식요리,★ 4.9,402,2,"13,000원 이상 배달",47~57분
혜화동,김준현의피자헤븐-종로성대점,★ 5.0,175,33,"14,000원 이상 배달",36~46분
혜화동,위키위키와이키키,★ 4.9,2283,1,"13,000원 이상 배달",20~30분
혜화동,김밥천국-성균관대점,★ 4.9,3536,1144,"10,000원 이상 배달",55~65분
혜화동,웃긴떡볶이,★ 4.8,2790,391,"10,000원 이상 배달",30분
혜화동,코코버블티-명동점,★ 4.8,75,14,"11,000원 이상 배달",30분
혜화동,펠어커피-성신여대점,★ 4.9,556,936,"10,000원 이상 배달",23분
혜화동,모모타코야끼,★ 4.7,2534,463,"8,000원 이상 배달",42~52분
혜화동,초밥좋은날,★ 4.8,1678,3,"18,000원 이상 배달",55~65분
혜화동,벌떡떡볶이-동대문점,★ 4.6,1925,1729,"12,000원 이상 배달",44~54분
혜화동,야한곱창-정릉점,★ 5.0,1,919,"14,000원 이상 배달",45~55분
혜화동,오박사네왕돈까스-본점,★ 5.0,64,1063,"10,000원 이상 배달",19분
혜화동,육회란연어다-돈암점,★ 4.9,1096,72,"9,000원 이상 배달",28분
혜화동,그남자의김치찌개,★ 4.8,1883,158,"8,000원 이상 배달",31분
혜화동,KFC-대학로점,★ 4.7,43,194,"8,000원 이상 배달",30~40분
혜화동,길가온-종로점,★ 4.9,29,976,"20,000원 이상 배달",26분
혜화동,커피내리는분식,★ 4.8,503,1856,"12,000원 이상 배달",25분
혜화동,지코바치킨-돈암1호점,★ 4.8,27,66,"17,000원 이상 배달",55~65분
혜화동,아빠두리만든떡볶이-한성대점,★ 4.9,1435,1198,"14,000원 이상 배달",35~45분
혜화동,족발야시장-성신여대점,★ 4.9,1277,8,"23,000원 이상 배달",41~51분
혜화동,꿀밥상,★ 5.0,3,1318,"12,000원 이상 배달",24분
혜화동,은식당,★ 4.6,3801,335,"12,000원 이상 배달",22분
혜화동,딸기하우스-스페셜퓨전분식,★ 4.7,950,34,"12,000원 이상 배달",30분
혜화동,성진밥상,★ 4.8,1529,10,"10,000원 이상 배달",24분
혜화동,꼬꼬방집으로삼겹-왕십리점,★ 4.7,2203,28,"11,000원 이상 배달",31분
혜화동,큰집닭강정-동묘점,★ 4.8,768,952,"10,000원 이상 배달",31분
혜화동,인생닭강정-창신점,★ 4.8,628,1613,"13,500원 이상 배달",27분
혜화동,BHC-종로성대점,★ 4.9,1170,335,"15,000원 이상 배달",35~45분
혜화동,홍콩반점0410-대학로점,★ 4.8,1000,1073,"13,000원 이상 배달",23분
혜화동,귀한족발-본점,★ 4.7,1530,2,"29,000원 이상 배달",44~54분
혜화동,대한닭발1979-신설동역점,★ 4.7,2029,78,"20,000원 이상 배달",39~49분
혜화동,봉구스밥버거-한성대점,★ 4.4,1912,432,"10,000원 이상 배달",22분
혜화동,피자나라치킨공주-서울삼선점,★ 4.8,695,40,"10,900원 이상 배달",48~58분
혜화동,파리바게뜨-성대명륜점,★ 4.8,3543,2,"12,000원 이상 배달",55~65분
혜화동,멕시카나치킨-동대문역점,★ 4.8,2366,2,"17,000원 이상 배달",57~67분
혜화동,후라이드참잘하는집-한성대점,★ 4.8,1407,7,"14,000원 이상 배달",45~55분
혜화동,피자에땅-돈암점,★ 4.9,335,93,"15,900원 이상 배달",55~65분
혜화동,황준호베이커리,★ 4.7,237,9,"12,000원 이상 배달",29분
혜화동,돈카와치돈카츠&우동,★ 4.7,125,3,"14,000원 이상 배달",45~55분
혜화동,베트남쌀국수미스사이공 신설동점,★ 4.8,811,553,"11,900원 이상 배달",27분
혜화동,멘부리,★ 4.9,57,20,"14,500원 이상 배달",46~56분
혜화동,처갓집양념치킨-안암점,★ 5.0,2,113,"17,000원 이상 배달",41~51분
